August 2026 sales · order detail (WMS export),,,,
Date,Order no.,SKU,Quantity,Customer
2026-08-23,ORD-105159,SKU-HOM-0286,4,Delta Construction
23/08/2026,ORD-105159,SKU-BEV-0037,1,El Tornillo Hardware
23/08/2026,ORD-105159,SKU-BEV-0202,2,Lucero Minimarket
2026-08-23,ORD-105160,SKU-PET-0031,5,Happy Pet Store
23/08/2026,ORD-105160,SKU-FRO-0196,7,Lince Vet Center
23-Aug-26,ORD-105161,SKU-FRO-0278,11,Andean Group Offices
2026-08-23,ORD-105161,SKU-SNA-0199,18,Andean Group Offices
23/08/2026,ORD-105162,SKU-BEV-0311,14,Delta Construction
23/08/2026,ORD-105162,SKU-PET-0270,1,Delta Construction
23-Aug-26,ORD-105163,SKU-FRO-0014,11,La Lucha Restaurant
23/08/2026,ORD-105164,SKU-BEV-0058,13,Happy Pet Store
2026-08-23,ORD-105164,SKU-HOM-0286,6,Lince Vet Center
23-Aug-26,ORD-105165,SKU-PET-0099,27,Happy Pet Store
2026-08-23,ORD-105165,SKU-FRO-0114,8,Wong North Supermarkets
23/08/2026,ORD-105166,SKU-DAI-0072,4,Wong North Supermarkets
2026-08-23,ORD-105166,SKU-CLE-0041,8,Andean Group Offices
23-Aug-26,ORD-105167,SKU-TOO-0221,5,Wong North Supermarkets
2026-08-23,ORD-105167,SKU-BEV-0005,3,El Tornillo Hardware
2026-08-23,ORD-105167,SKU-GAR-0157,3,Lince Vet Center
23-Aug-26,ORD-105168,SKU-HOM-0251,12,Wong North Supermarkets
23-Aug-26,ORD-105168,SKU-TOO-0216,8,El Tornillo Hardware
2026-08-23,ORD-105169,SKU-PET-0227,6,Delta Construction
23/08/2026,ORD-105170,SKU-HOM-0204,5,La Lucha Restaurant
23/08/2026,ORD-105170,SKU-TOO-0091,8,Inkafarma Comas Pharmacy
23/08/2026,ORD-105171,SKU-OFF-0257,6,Delta Construction
23/08/2026,ORD-105171,SKU-DAI-0184,14,San Martin Corner Store
23-Aug-26,ORD-105171,SKU-DAI-0303,1,Andean Group Offices
23-Aug-26,ORD-105172,SKU-GAR-0195,3,Lince Vet Center
2026-08-23,ORD-105172,SKU-PET-0155,26,Inkafarma Comas Pharmacy
23-Aug-26,ORD-105173,SKU-PET-0087,6,Delta Construction
23-Aug-26,ORD-105174,SKU-BEA-0062,8,Lince Vet Center
23-Aug-26,ORD-105175,SKU-OFF-0259,28,Andean Group Offices
23/08/2026,ORD-105175,SKU-DAI-0169,2,Andean Group Offices
23/08/2026,ORD-105176,SKU-SNA-0223,13,Delta Construction
23-Aug-26,ORD-105176,SKU-HOM-0020,2,La Lucha Restaurant
2026-08-23,ORD-105177,SKU-BEV-0180,8,Delta Construction
23-Aug-26,ORD-105177,SKU-HOM-0015,5,Wong North Supermarkets
23-Aug-26,ORD-105177,SKU-FRO-0213,8,Wong North Supermarkets
23-Aug-26,ORD-105178,SKU-OFF-0259,30,Lince Vet Center
2026-08-23,ORD-105178,SKU-TOO-0069,10,Happy Pet Store
23/08/2026,ORD-105179,SKU-DAI-0184,12,Happy Pet Store
23-Aug-26,ORD-105179,SKU-OFF-0010,2,Happy Pet Store
23/08/2026,ORD-105180,SKU-FRO-0109,5,Lucero Minimarket
23/08/2026,ORD-105181,SKU-FRO-0288,2,Happy Pet Store
23-Aug-26,ORD-105181,SKU-TOO-0221,4,La Lucha Restaurant
23-Aug-26,ORD-105182,SKU-GAR-0287,4,Lince Vet Center
2026-08-23,ORD-105182,SKU-FRO-0114,11,Lince Vet Center
23/08/2026,ORD-105183,SKU-FRO-0272,3,San Martin Corner Store
23-Aug-26,ORD-105184,SKU-HOM-0262,14,San Martin Corner Store
2026-08-23,ORD-105184,SKU-DAI-0082,3,Delta Construction
23/08/2026,ORD-105185,SKU-DAI-0123,5,Wong North Supermarkets
23-Aug-26,ORD-105185,SKU-PET-0173,9,Delta Construction
23/08/2026,ORD-105186,SKU-DAI-0303,2,Happy Pet Store
23-Aug-26,ORD-105187,SKU-PET-0031,3,El Tornillo Hardware
2026-08-23,ORD-105187,SKU-GAR-0111,4,Lince Vet Center
23-Aug-26,ORD-105188,SKU-OFF-0284,22,Inkafarma Comas Pharmacy
23/08/2026,ORD-105189,SKU-GAR-0195,10,Andean Group Offices
23/08/2026,ORD-105190,SKU-CLE-0018,14,Delta Construction
23/08/2026,ORD-105190,SKU-BEV-0150,10,Wong North Supermarkets
23-Aug-26,ORD-105192,SKU-OFF-0228,22,Happy Pet Store
23/08/2026,ORD-105193,SKU PET 0173,8,Inkafarma Comas Pharmacy
23-Aug-26,ORD-105193,SKU-GAR-0195,10,Delta Construction
2026-08-23,ORD-105194,SKU-SNA-0097,6,Inkafarma Comas Pharmacy
23-Aug-26,ORD-105194,SKU-BEV-0311,27,Inkafarma Comas Pharmacy
2026-08-23,ORD-105194,SKU-BEV-0192,4,La Lucha Restaurant
23-Aug-26,ORD-105195,SKU-SNA-0223,11,Lucero Minimarket
23/08/2026,ORD-105195,SKU-DAI-0164,5,Lince Vet Center
23-Aug-26,ORD-105196,SKU-DAI-0303,1,Happy Pet Store
23/08/2026,ORD-105196,SKU-TOO-0091,23,San Martin Corner Store
2026-08-23,ORD-105197,SKU-HAR-0285,2,San Martin Corner Store
2026-08-23,ORD-105198,SKU-FRO-0238,2,La Lucha Restaurant
2026-08-23,ORD-105198,SKU-PET-0318,17,Lucero Minimarket
23/08/2026,ORD-105198,SKU-DAI-0303,3,Lince Vet Center
2026-08-23,ORD-105200,SKU-FRO-0196,14,Andean Group Offices
23-Aug-26,ORD-105201,SKU-DAI-0072,1,Andean Group Offices
23/08/2026,ORD-105201,SKU-PET-0087,6,La Lucha Restaurant
2026-08-23,ORD-105202,SKU-FRO-0136,6,La Lucha Restaurant
2026-08-23,ORD-105202, SKU-DAI-0184,14,San Martin Corner Store
23-Aug-26,ORD-105203,SKU-GAR-0039,7,Andean Group Offices
23/08/2026,ORD-105203,SKU-TOO-0049,9,Andean Group Offices
23/08/2026,ORD-105205,SKU-TOO-0216,16,Delta Construction
23-Aug-26,ORD-105205,SKU-FRO-0132,14,Delta Construction
23/08/2026,ORD-105206,SKU-BEA-0144,2,Inkafarma Comas Pharmacy
2026-08-23,ORD-105206,SKU-FRO-0213,15,Lucero Minimarket
2026-08-23,ORD-105206,SKU-CLE-0018,13,El Tornillo Hardware
23-Aug-26,ORD-105207,SKU-FRO-0296,8,Wong North Supermarkets
23-Aug-26,ORD-105207,SKU-FRO-0014,4,Happy Pet Store
2026-08-23,ORD-105208,SKU-FRO-0272,27,Happy Pet Store
2026-08-23,ORD-105209,SKU-DAI-0070,11,Inkafarma Comas Pharmacy
23/08/2026,ORD-105209,SKU-PET-0017,5,El Tornillo Hardware
23-Aug-26,ORD-105209,SKU-SNA-0171,2,Happy Pet Store
2026-08-23,ORD-105210,SKU-FRO-0203,11,Andean Group Offices
23-Aug-26,ORD-105213,SKU-FRO-0114,17,Delta Construction
23/08/2026,ORD-105213,sku-pet-0076,12,Lince Vet Center
2026-08-23,ORD-105213,SKU-SNA-0030,9,Andean Group Offices
23-Aug-26,ORD-105214,SKU-FRO-0288,4,La Lucha Restaurant
23/08/2026,ORD-105214,SKU-OFF-0007,8,Inkafarma Comas Pharmacy
23/08/2026,ORD-105215,SKU-FRO-0213,17,El Tornillo Hardware
23/08/2026,ORD-105216,SKU-HOM-0262,13,Delta Construction
23/08/2026,ORD-105217,SKU-TOO-0200,21,Happy Pet Store
2026-08-23,ORD-105218,SKU-DAI-0070,2,Lince Vet Center
23-Aug-26,ORD-105218,SKU-FRO-0196,4,Lucero Minimarket
23-Aug-26,ORD-105218,SKU-DAI-0072,9,San Martin Corner Store
23-Aug-26,ORD-105219,SKU-FRO-0238,1,Wong North Supermarkets
2026-08-23,ORD-105219,SKU-GAR-0157,25,El Tornillo Hardware
23/08/2026,ORD-105219,SKU-PET-0270,9,San Martin Corner Store
23/08/2026,ORD-105220,SKU-TOO-0122,10,Wong North Supermarkets
2026-08-23,ORD-105220,sku-dai-0070,14,Lucero Minimarket
23/08/2026,ORD-105220,SKU-FRO-0238,8,Lince Vet Center
23/08/2026,ORD-105221,SKU-TOO-0295,1,La Lucha Restaurant
2026-08-23,ORD-105221,SKU-GAR-0021,8,Lince Vet Center
23-Aug-26,ORD-105222,SKU-TOO-0210,12,Lince Vet Center
23/08/2026,ORD-105222,SKU-BEV-0202,6,Happy Pet Store
23-Aug-26,ORD-105223,SKU-HOM-0089,4,El Tornillo Hardware
2026-08-23,ORD-105224,SKU-DAI-0070,10,La Lucha Restaurant
23/08/2026,ORD-105225,SKU-DAI-0123,5,El Tornillo Hardware
2026-08-23,ORD-105225,SKU-SNA-0315,8,Wong North Supermarkets
2026-08-23,ORD-105226,SKU-TOO-0080,4,Wong North Supermarkets
23-Aug-26,ORD-105227,SKU-FRO-0238,11,Lucero Minimarket
23/08/2026,ORD-105227,SKU-DAI-0082,1,El Tornillo Hardware
2026-08-23,ORD-105228,SKU-GAR-0113,3,Lince Vet Center
23-Aug-26,ORD-105228,sku-too-0049,9,Inkafarma Comas Pharmacy
23/08/2026,ORD-105229,SKU-FRO-0267,7,Lince Vet Center
23-Aug-26,ORD-105229,SKU-GAR-0113,6,El Tornillo Hardware
23-Aug-26,ORD-105229,SKU-OFF-0007,4,Inkafarma Comas Pharmacy
2026-08-23,ORD-105230,SKU-HOM-0112,13,Delta Construction
2026-08-23,ORD-105230,sku-dai-0082,1,Lucero Minimarket
23-Aug-26,ORD-105230,SKU-FRO-0090,27,Lucero Minimarket
2026-08-23,ORD-105231,SKU-BEA-0177,6,Inkafarma Comas Pharmacy
23-Aug-26,ORD-105231,SKU-HOM-0127,5,Inkafarma Comas Pharmacy
23-Aug-26,ORD-105232,SKU-DAI-0313,3,Andean Group Offices
2026-08-23,ORD-105232,SKU-CLE-0108,6,San Martin Corner Store
2026-08-23,ORD-105233,SKU-OFF-0228,4,Happy Pet Store
23-Aug-26,ORD-105233,SKU-CLE-0240,22,El Tornillo Hardware
2026-08-23,ORD-105234,SKU-FRO-0085,4,Andean Group Offices
2026-08-23,ORD-105234,SKU-FRO-0278,12,Inkafarma Comas Pharmacy
2026-08-23,ORD-105234,SKU-BEV-0176,8,Delta Construction
2026-08-23,ORD-105235,SKU-BEV-0037,5,Lince Vet Center
2026-08-23,ORD-105235,SKU-FRO-0220,7,Happy Pet Store
2026-08-23,ORD-105235,SKU-OFF-0074,24,San Martin Corner Store
23-Aug-26,ORD-105236,SKU-PET-0102,1,Wong North Supermarkets
23-Aug-26,ORD-105237,SKU-DAI-0313,3,La Lucha Restaurant
23/08/2026,ORD-105238,SKU-BEA-0073,18,Inkafarma Comas Pharmacy
2026-08-23,ORD-105238,SKU-TOO-0026,3,Delta Construction
23-Aug-26,ORD-105239,SKU-BEA-0308,2,Wong North Supermarkets
23/08/2026,ORD-105239,SKU-BEA-0096,8,San Martin Corner Store
23/08/2026,ORD-105239,SKU-DAI-0123,4,Happy Pet Store
23/08/2026,ORD-105240,SKU-HOM-0289,8,Inkafarma Comas Pharmacy
23/08/2026,ORD-105241,SKU-FRO-0296,10,El Tornillo Hardware
23/08/2026,ORD-105241,SKU-GAR-0039,5,San Martin Corner Store
2026-08-23,ORD-105241,SKU-HAR-0309,14,Andean Group Offices
23-Aug-26,ORD-105242,SKU-OFF-0228,12,Lince Vet Center
23-Aug-26,ORD-105242,SKU-TOO-0216,3,Andean Group Offices
2026-08-23,ORD-105243,SKU-CLE-0263,3,Lucero Minimarket
2026-08-23,ORD-105243,SKU-BEV-0311,21,San Martin Corner Store
2026-08-23,ORD-105244,SKU-GAR-0157,20,Wong North Supermarkets
2026-08-23,ORD-105244,sku-hom-0316,10,Wong North Supermarkets
23/08/2026,ORD-105245,SKU-TOO-0069,7,Andean Group Offices
23/08/2026,ORD-105245,SKU-OFF-0074,9,Wong North Supermarkets
2026-08-23,ORD-105246,SKU-TOO-0067,2,Inkafarma Comas Pharmacy
23/08/2026,ORD-105246,SKU DAI 0169,16,San Martin Corner Store
23/08/2026,ORD-105247,SKU-OFF-0007,7,La Lucha Restaurant
2026-08-23,ORD-105248,SKU-FRO-0196,13,Happy Pet Store
23/08/2026,ORD-105248,SKU-HOM-0112,2,El Tornillo Hardware
23-Aug-26,ORD-105249,SKU-CLE-0041,9,San Martin Corner Store
2026-08-23,ORD-105249,SKU-FRO-0246,1,Andean Group Offices
23-Aug-26,ORD-105250,SKU-DAI-0184,14,Delta Construction
23-Aug-26,ORD-105250,SKU-FRO-0288,2,Andean Group Offices
23/08/2026,ORD-105251,SKU-BEA-0126,3,Inkafarma Comas Pharmacy
23/08/2026,ORD-105252,SKU-BEV-0176,9,Happy Pet Store
23/08/2026,ORD-105253,SKU-HOM-0166,3,San Martin Corner Store
2026-08-23,ORD-105253,SKU-HOM-0286,1,Andean Group Offices
2026-08-23,ORD-105254,SKU-HOM-0262,12,San Martin Corner Store
2026-08-23,ORD-105255,SKU-TOO-0091,13,Happy Pet Store
23-Aug-26,ORD-105255,SKU-GAR-0157,7,Wong North Supermarkets
23-Aug-26,ORD-105256,SKU-BEV-0180,16,Andean Group Offices
2026-08-23,ORD-105256,SKU-OFF-0284,21,Wong North Supermarkets
23/08/2026,ORD-105257,SKU-PET-0031,2,Delta Construction
2026-08-23,ORD-105258,SKU-SNA-0223,8,La Lucha Restaurant
23/08/2026,ORD-105258,SKU-DAI-0070,14,Lince Vet Center
2026-08-23,ORD-105259,SKU-TOO-0131,14,Andean Group Offices
2026-08-23,ORD-105260,SKU-DAI-0082,10,La Lucha Restaurant
23-Aug-26,ORD-105260,SKU-CLE-0108,9,Delta Construction
23/08/2026,ORD-105262,SKU-DAI-0082,4,Delta Construction
23/08/2026,ORD-105262,SKU-BEA-0191,10,Delta Construction
23/08/2026,ORD-105263,SKU-FRO-0136,3,Lucero Minimarket
23/08/2026,ORD-105264,SKU-HAR-0237,16,Delta Construction
2026-08-23,ORD-105264,SKU-FRO-0238,10,Andean Group Offices
2026-08-23,ORD-105265,SKU-GAR-0113,10,San Martin Corner Store
23/08/2026,ORD-105265,SKU-PET-0099,12,Lucero Minimarket
2026-08-23,ORD-105266,SKU-FRO-0213,7,Inkafarma Comas Pharmacy
23/08/2026,ORD-105266,SKU-BEA-0119,27,Lucero Minimarket
23/08/2026,ORD-105268,SKU-HOM-0112,11,Lince Vet Center
23-Aug-26,ORD-105268,SKU-FRO-0296,12,Lince Vet Center
2026-08-23,ORD-105268,SKU-SNA-0100,13,Delta Construction
23-Aug-26,ORD-105269,SKU-BEA-0168,5,Lucero Minimarket
2026-08-23,ORD-105269,SKU-HOM-0020,5,La Lucha Restaurant
23/08/2026,ORD-105269, SKU-HAR-0266,18,El Tornillo Hardware
2026-08-23,ORD-105270,SKU-SNA-0292,12,Lince Vet Center
2026-08-23,ORD-105271,SKU-DAI-0184,11,Happy Pet Store
2026-08-23,ORD-105271,SKU-OFF-0284,3,Lince Vet Center
2026-08-23,ORD-105272,SKU-DAI-0070,4,Inkafarma Comas Pharmacy
23/08/2026,ORD-105272,SKU-PET-0102,7,Andean Group Offices
2026-08-23,ORD-105272,SKU-BEA-0310,17,Happy Pet Store
23-Aug-26,ORD-105274,SKU-SNA-0223,5,Lucero Minimarket
23/08/2026,ORD-105274,SKU-HAR-0254,10,El Tornillo Hardware
23-Aug-26,ORD-105275,SKU-PET-0318,17,Delta Construction
2026-08-23,ORD-105275, SKU-DAI-0072,15,Lucero Minimarket
23-Aug-26,ORD-105275,SKU-HOM-0112,7,San Martin Corner Store
2026-08-23,ORD-105276,SKU-CLE-0263,10,Lucero Minimarket
2026-08-23,ORD-105276,SKU-PET-0087,3,Delta Construction
24-Aug-26,ORD-105276,SKU-BEV-0150,10,Wong North Supermarkets
2026-08-24,ORD-105277,SKU-FRO-0296,4,Delta Construction
24/08/2026,ORD-105277,SKU-BEA-0126,2,Wong North Supermarkets
2026-08-24,ORD-105278,SKU-FRO-0272,13,Lucero Minimarket
24/08/2026,ORD-105278,SKU-DAI-0313,4,Inkafarma Comas Pharmacy
24-Aug-26,ORD-105280,SKU-FRO-0196,13,Lucero Minimarket
2026-08-24,ORD-105281,SKU DAI 0070,6,Delta Construction
2026-08-24,ORD-105281,SKU-FRO-0288,1,El Tornillo Hardware
2026-08-24,ORD-105281,SKU-BEV-0084,10,El Tornillo Hardware
24/08/2026,ORD-105282,SKU-OFF-0283,4,El Tornillo Hardware
2026-08-24,ORD-105282,SKU-FRO-0238,5,Andean Group Offices
2026-08-24,ORD-105283,SKU-DAI-0072,13,Lince Vet Center
24-Aug-26,ORD-105283,SKU-CLE-0248,5,San Martin Corner Store
2026-08-24,ORD-105283,SKU-FRO-0179,5,La Lucha Restaurant
2026-08-24,ORD-105284,SKU-CLE-0018,23,Happy Pet Store
24/08/2026,ORD-105284,SKU-PET-0040,17,El Tornillo Hardware
2026-08-24,ORD-105284,SKU-BEA-0062,1,Delta Construction
24-Aug-26,ORD-105285,SKU-BEA-0168,16,Lince Vet Center
24-Aug-26,ORD-105285,SKU-HOM-0089,9,Lince Vet Center
24/08/2026,ORD-105286,SKU-BEA-0177,5,Inkafarma Comas Pharmacy
2026-08-24,ORD-105286,SKU-HOM-0065,7,Andean Group Offices
2026-08-24,ORD-105287,SKU-CLE-0240,18,Delta Construction
24/08/2026,ORD-105287,SKU-HOM-0065,2,El Tornillo Hardware
2026-08-24,ORD-105288,SKU-HOM-0289,8,Lucero Minimarket
24-Aug-26,ORD-105288,SKU-BEV-0118,6,El Tornillo Hardware
2026-08-24,ORD-105289,SKU-PET-0227,6,El Tornillo Hardware
24-Aug-26,ORD-105289,SKU-HOM-0208,9,Lince Vet Center
24/08/2026,ORD-105289,SKU-FRO-0196,16,Lucero Minimarket
24/08/2026,ORD-105290,SKU-FRO-0109,10,Wong North Supermarkets
24-Aug-26,ORD-105291,SKU-PET-0087,3,San Martin Corner Store
2026-08-24,ORD-105292,SKU-FRO-0246,3,Lucero Minimarket
2026-08-24,ORD-105292,SKU-BEV-0311,12,El Tornillo Hardware
24-Aug-26,ORD-105293,SKU-GAR-0113,12,Inkafarma Comas Pharmacy
2026-08-24,ORD-105294,SKU-HOM-0253,10,El Tornillo Hardware
2026-08-24,ORD-105294,SKU-OFF-0283,18,Delta Construction
2026-08-24,ORD-105295,SKU-DAI-0303,3,Wong North Supermarkets
24-Aug-26,ORD-105295,SKU-FRO-0085,14,Delta Construction
2026-08-24,ORD-105295,SKU-DAI-0123,3,El Tornillo Hardware
24-Aug-26,ORD-105296,SKU-FRO-0090,17,Inkafarma Comas Pharmacy
2026-08-24,ORD-105297,SKU-HOM-0316,2,Inkafarma Comas Pharmacy
24-Aug-26,ORD-105297,SKU-FRO-0136,6,San Martin Corner Store
2026-08-24,ORD-105298,SKU-OFF-0010,4,San Martin Corner Store
2026-08-24,ORD-105298,SKU-SNA-0057,17,Lucero Minimarket
24-Aug-26,ORD-105299,SKU-HOM-0204,2,Inkafarma Comas Pharmacy
24/08/2026,ORD-105299,sku-fro-0114,19,Happy Pet Store
2026-08-24,ORD-105300,SKU-DAI-0184,5,El Tornillo Hardware
24-Aug-26,ORD-105300,SKU-DAI-0184,8,Inkafarma Comas Pharmacy
24/08/2026,ORD-105300,SKU-CLE-0209,1,La Lucha Restaurant
2026-08-24,ORD-105301,SKU-TOO-0080,2,Wong North Supermarkets
2026-08-24,ORD-105301,SKU-OFF-0043,7,San Martin Corner Store
24/08/2026,ORD-105302,SKU-DAI-0303,2,Lucero Minimarket
24-Aug-26,ORD-105302, SKU-TOO-0049,4,Lucero Minimarket
2026-08-24,ORD-105302,SKU-GAR-0021,8,Inkafarma Comas Pharmacy
24-Aug-26,ORD-105303,SKU-BEV-0037,6,Inkafarma Comas Pharmacy
24-Aug-26,ORD-105303,SKU-DAI-0184,12,El Tornillo Hardware
2026-08-24,ORD-105304,SKU-OFF-0284,10,Happy Pet Store
24/08/2026,ORD-105304,SKU-OFF-0284,15,Andean Group Offices
24/08/2026,ORD-105305,SKU-HOM-0089,8,Lince Vet Center
24-Aug-26,ORD-105305,SKU-BEA-0126,2,Wong North Supermarkets
2026-08-24,ORD-105306,SKU-BEA-0062,1,Delta Construction
2026-08-24,ORD-105306,SKU-OFF-0007,2,Lucero Minimarket
24-Aug-26,ORD-105307,SKU-PET-0087,5,La Lucha Restaurant
24/08/2026,ORD-105308,SKU-CLE-0248,7,Andean Group Offices
24/08/2026,ORD-105309,SKU-HOM-0286,6,Lucero Minimarket
24-Aug-26,ORD-105309,SKU-GAR-0120,2,San Martin Corner Store
2026-08-24,ORD-105310,SKU-DAI-0072,14,El Tornillo Hardware
24-Aug-26,ORD-105310,SKU-BEV-0202,6,San Martin Corner Store
24-Aug-26,ORD-105311,SKU-PET-0173,7,La Lucha Restaurant
24/08/2026,ORD-105312,SKU-PET-0027,1,El Tornillo Hardware
2026-08-24,ORD-105312,SKU-TOO-0210,12,Lucero Minimarket
24/08/2026,ORD-105313,SKU-HOM-0316,4,Wong North Supermarkets
24-Aug-26,ORD-105313,SKU-FRO-0272,17,Andean Group Offices
24-Aug-26,ORD-105314,SKU-CLE-0209,5,El Tornillo Hardware
24/08/2026,ORD-105315,SKU-HAR-0266,12,La Lucha Restaurant
2026-08-24,ORD-105316,SKU-HOM-0020,5,San Martin Corner Store
24-Aug-26,ORD-105316,SKU-BEA-0264,2,Lucero Minimarket
24-Aug-26,ORD-105316,SKU-DAI-0303,2,Lince Vet Center
2026-08-24,ORD-105317,SKU-OFF-0259,29,Wong North Supermarkets
24-Aug-26,ORD-105317,SKU-DAI-0313,13,San Martin Corner Store
2026-08-24,ORD-105318,SKU-HOM-0020,2,Delta Construction
24/08/2026,ORD-105319,SKU-BEA-0151,2,San Martin Corner Store
24-Aug-26,ORD-105320,SKU-BEA-0142,6,San Martin Corner Store
24/08/2026,ORD-105321,SKU-OFF-0140,12,Andean Group Offices
24-Aug-26,ORD-105321,SKU-GAR-0078,2,Andean Group Offices
24-Aug-26,ORD-105322,SKU-CLE-0061,20,Andean Group Offices
2026-08-24,ORD-105322,SKU-BEV-0180,17,Lucero Minimarket
24/08/2026,ORD-105324,SKU-BEA-0045,19,Inkafarma Comas Pharmacy
2026-08-24,ORD-105324,SKU-FRO-0090,17,La Lucha Restaurant
2026-08-24,ORD-105324,SKU-FRO-0136,5,Lucero Minimarket
24-Aug-26,ORD-105325,SKU-FRO-0246,2,Happy Pet Store
24-Aug-26,ORD-105326,SKU-DAI-0169,6,San Martin Corner Store
2026-08-24,ORD-105327,SKU-FRO-0014,3,Andean Group Offices
2026-08-24,ORD-105327,SKU-TOO-0210,13,Lucero Minimarket
24/08/2026,ORD-105328,SKU-SNA-0051,1,Happy Pet Store
2026-08-24,ORD-105328,SKU-FRO-0261,4,Inkafarma Comas Pharmacy
2026-08-24,ORD-105329,SKU-PET-0106,4,El Tornillo Hardware
2026-08-24,ORD-105330,SKU-DAI-0184,12,La Lucha Restaurant
24/08/2026,ORD-105330,SKU-BEV-0219,7,Lucero Minimarket
24-Aug-26,ORD-105332,SKU-GAR-0287,4,La Lucha Restaurant
2026-08-24,ORD-105332,SKU-OFF-0284,14,La Lucha Restaurant
24-Aug-26,ORD-105333,SKU-HAR-0237,6,Inkafarma Comas Pharmacy
24/08/2026,ORD-105333,SKU-PET-0270,5,Inkafarma Comas Pharmacy
2026-08-24,ORD-105333,SKU-DAI-0070,2,Lucero Minimarket
24-Aug-26,ORD-105334,SKU-FRO-0114,12,San Martin Corner Store
24/08/2026,ORD-105335,SKU-GAR-0113,20,Lucero Minimarket
2026-08-24,ORD-105336,SKU-FRO-0090,12,Inkafarma Comas Pharmacy
2026-08-24,ORD-105336,SKU-DAI-0070,14,Happy Pet Store
24/08/2026,ORD-105336,SKU-FRO-0179,9,San Martin Corner Store
24-Aug-26,ORD-105337,SKU-FRO-0296,20,Happy Pet Store
2026-08-24,ORD-105337,SKU-FRO-0136,5,Happy Pet Store
24/08/2026,ORD-105337,SKU-FRO-0014,9,Delta Construction
24/08/2026,ORD-105338,SKU-BEA-0312,8,Inkafarma Comas Pharmacy
24/08/2026,ORD-105338,SKU-DAI-0072,12,Wong North Supermarkets
24-Aug-26,ORD-105338,SKU-FRO-0196,16,Happy Pet Store
24/08/2026,ORD-105340,SKU-BEV-0311,16,La Lucha Restaurant
24/08/2026,ORD-105340,SKU-DAI-0070,8,Andean Group Offices
24/08/2026,ORD-105342,SKU-DAI-0169,6,Delta Construction
24-Aug-26,ORD-105342,SKU-TOO-0131,3,La Lucha Restaurant
24/08/2026,ORD-105342,SKU-DAI-0303,4,La Lucha Restaurant
24/08/2026,ORD-105343,SKU-GAR-0250,6,Andean Group Offices
24-Aug-26,ORD-105344,SKU-CLE-0282,4,Lince Vet Center
24/08/2026,ORD-105344,SKU-SNA-0188,9,Wong North Supermarkets
24/08/2026,ORD-105345,SKU-BEA-0163,5,Lucero Minimarket
2026-08-24,ORD-105345,SKU-PET-0017,4,La Lucha Restaurant
24/08/2026,ORD-105346,SKU-PET-0102,5,Wong North Supermarkets
24/08/2026,ORD-105346,SKU-TOO-0221,5,Lince Vet Center
24-Aug-26,ORD-105346,SKU-TOO-0091,11,Inkafarma Comas Pharmacy
24/08/2026,ORD-105347,SKU-GAR-0120,4,Lucero Minimarket
24/08/2026,ORD-105347,SKU-FRO-0272,22,Inkafarma Comas Pharmacy
24/08/2026,ORD-105348,SKU-HOM-0015,22,Wong North Supermarkets
24-Aug-26,ORD-105348,SKU-BEA-0191,4,Happy Pet Store
24-Aug-26,ORD-105349,SKU-BEA-0062,10,Happy Pet Store
24/08/2026,ORD-105349,SKU-HAR-0285,25,Lucero Minimarket
24-Aug-26,ORD-105350,SKU-PET-0304,14,La Lucha Restaurant
24/08/2026,ORD-105351,SKU-DAI-0072,6,El Tornillo Hardware
24-Aug-26,ORD-105352,SKU-BEV-0174,3,Happy Pet Store
24-Aug-26,ORD-105352,SKU-OFF-0010,5,Wong North Supermarkets
24/08/2026,ORD-105353,SKU-FRO-0278,3,Lince Vet Center
24/08/2026,ORD-105353,SKU-BEA-0148,1,Inkafarma Comas Pharmacy
24-Aug-26,ORD-105354,SKU-FRO-0203,3,Lucero Minimarket
24-Aug-26,ORD-105355,SKU-GAR-0153,3,Andean Group Offices
24/08/2026,ORD-105356,SKU-FRO-0090,24,Inkafarma Comas Pharmacy
2026-08-24,ORD-105357,SKU-HOM-0112,12,Inkafarma Comas Pharmacy
24/08/2026,ORD-105357,SKU-OFF-0225,4,Lucero Minimarket
24-Aug-26,ORD-105358,SKU-BEA-0151,7,La Lucha Restaurant
24-Aug-26,ORD-105359,SKU-FRO-0213,16,Wong North Supermarkets
2026-08-24,ORD-105359,SKU-DAI-0169,7,San Martin Corner Store
24-Aug-26,ORD-105360,SKU-TOO-0049,3,Delta Construction
24/08/2026,ORD-105360,SKU-PET-0087,1,Wong North Supermarkets
24-Aug-26,ORD-105361,SKU-OFF-0228,4,Delta Construction
2026-08-24,ORD-105361,SKU-GAR-0157,27,Andean Group Offices
24-Aug-26,ORD-105362,SKU-BEA-0144,3,Lucero Minimarket
24-Aug-26,ORD-105363,SKU-PET-0017,5,Delta Construction
2026-08-24,ORD-105363,SKU-DAI-0184,17,Delta Construction
2026-08-24,ORD-105364,SKU-OFF-0284,2,Lince Vet Center
24/08/2026,ORD-105364,SKU-PET-0040,14,Inkafarma Comas Pharmacy
24-Aug-26,ORD-105365,SKU-HOM-0015,2,Andean Group Offices
24-Aug-26,ORD-105365,SKU-CLE-0018,23,El Tornillo Hardware
24/08/2026,ORD-105366,SKU-CLE-0108,12,Lucero Minimarket
24/08/2026,ORD-105366,SKU-HOM-0089,1,Lince Vet Center
2026-08-24,ORD-105367,SKU-OFF-0283,15,Delta Construction
